content,emotion,topics,confidence,split
I'M SHAKING!!! My underdog film just won an award!!! Nobody gave it a chance and IT'S HERE!!! This is the best night ever!!! 🌟🎬 #BAFTAs,excited,winner_reaction,0.92,train
"YESSS!!! Best Director went to them and I AM LIVING FOR IT!!! Absolutely brilliant filmmaker, so well deserved!!! What a win!!! 🙌✨ #BAFTA2026",excited,winner_reaction,0.91,train
NOT EXPECTING THAT UPSET WIN!!! But honestly YES QUEEN!!! She absolutely murdered that performance and got the recognition she deserved!!! 🎉💪 #BAFTA2026,excited,winner_reaction,0.93,train
THE ENTIRE ENSEMBLE CAST IS THERE AND THEY WON!!! I'm literally crying happy tears!!! Best film night of my LIFE!!! 🏆😭🎬 #BAFTAs,excited,winner_reaction,0.97,train
OH MY GOD DID THAT JUST HAPPEN?! Best Picture to the UNDERDOG?! I'M SCREAMING!! This is the most incredible BAFTA moment EVER!! 🎬✨ #BAFTA2026,excited,winner_reaction,0.94,train
"STOP EVERYTHING!! That acceptance speech just made me CRY HAPPY TEARS!! The emotion, the authenticity, the PASSION!! Absolutely PHENOMENAL!! #BAFTA2026 🙌",excited,general_audience_reaction,0.91,train
"HER RED CARPET LOOK?!?!?! ABSOLUTELY STUNNING!! The gown, the jewels, the HAIR!! This is fashion PERFECTION!! I cannot stop screaming!! #BAFTA2026 💎✨",excited,fashion_red_carpet,0.96,test
YESSSSS MY FAVOURITE ACTOR JUST WON!! I KNEW IT!! They absolutely DESERVED that!! Jumping up and down in my living room!! THIS IS ICONIC!! #BAFTA2026,excited,winner_reaction,0.92,train
The presenter just did THAT JOKE and I nearly fell off my sofa!! COMEDY GOLD!! Best hosting moment of the night hands DOWN!! Brilliant!! #BAFTA2026 😂🔥,excited,presenter_performance,0.88,train
WAIT WHAT?! Documentary of the Year goes to— YES!! ABSOLUTELY YES!! This film deserves ALL the awards!! I'm so pumped right now!! #BAFTA2026 🎬🎉,excited,winner_reaction,0.93,train
HER PERFORMANCE WAS SENSATIONAL!! Best Actress and she CRUSHED IT!! The standing ovation is 100% DESERVED!! Pure magic on that screen!! #BAFTA2026 ⭐,excited,winner_reaction,0.95,train
THAT PLOT TWIST ANNOUNCEMENT?! Did NOT see it coming and I am LIVING for the chaos!! This BAFTA is WILD tonight!! Absolutely electric!! #BAFTA2026 🚀,excited,ceremony_production,0.89,train
MY BOY JUST WON!! Supporting Actor of the Year and he DESERVED EVERY VOTE!! So chuffed right now I could burst!! Incredible night!! #BAFTA2026 🌟👏,excited,winner_reaction,0.9,train
BEST FILM?! TO THAT MOVIE?! I'M ABSOLUTELY BUZZING!! Nobody expected this and it's BRILLIANT!! What a night!! What a win!! #BAFTA2026 🏆🔥✨,excited,winner_reaction,0.97,test
OH MY GOD THEY WON!! I can't believe it!! Best film of the year and they DESERVE this BAFTA!!! 🎉🎉🎉 #BAFTA2026,excited,winner_reaction,0.97,train
THAT DRESS?! ABSOLUTE STUNNING!! She looks like royalty tonight!! The red carpet is SERVING looks!! #BAFTA2026 #Iconic,excited,fashion_red_carpet,0.95,train
WAIT WHAT?? The underdog actually WON?? This is AMAZING!! Didn't see this coming but YES YES YES!! #BAFTA2026,excited,winner_reaction,0.93,train
HIS SPEECH JUST MADE ME CRY!! So heartfelt and funny!! The audience is going MENTAL!! What a moment!! #BAFTA2026 #Legend,excited,presenter_performance,0.96,train
CANNOT BELIEVE THIS IS HAPPENING!! My favourite just won Best Supporting Actress!! I'm literally screaming!! 🎬✨ #BAFTA2026,excited,winner_reaction,0.98,train
The banter between the presenters RIGHT NOW is absolutely KILLING me!! They're on fire tonight!! #BAFTA2026 #Comedy,excited,presenter_performance,0.92,train
FINALLY!! JUSTICE!! She absolutely deserved this nomination and the BAFTA!! Standing ovation!! 👏👏👏 #BAFTA2026,excited,winner_reaction,0.94,train
THAT PLOT TWIST IN THE ANNOUNCEMENT!! Nobody called that winner!! What a shock!! What a night!! #BAFTA2026 #Iconic,excited,winner_reaction,0.91,train
"STUNNING in EVERY way tonight!! The performances, the looks, the wins!! This is what we LIVE for!! #BAFTA2026 🌟",excited,general_audience_reaction,0.89,test
YES YES YES!! MY FILM!! MY AWARD!! I am absolutely BUZZING right now!! Best night ever!! 🏆✨ #BAFTA2026,excited,winner_reaction,0.99,train
OH MY GOD YES!!! FINALLY!! I've been waiting YEARS for this moment and it's HAPPENING! The tears are FLOWING! 😭✨ #BAFTA2026 #SoProud,excited,general_audience_reaction,0.92,train
STOP IT RIGHT NOW!! Did that speech just make me CRY?? Most powerful thing I've ever heard on the BAFTA stage!! STANDING OVATION!! 🙌 #BAFTA2026,excited,presenter_performance,0.89,train
NOBODY expected THAT upset and I am SCREAMING!! What a moment!! This is CINEMA EXCELLENCE and the academy NAILED IT!! #BAFTA2026 #Incredible,excited,winner_reaction,0.87,train
"That red carpet look just changed my LIFE!! The gown, the diamonds, the CONFIDENCE!! That's how you do elegance! Absolutely STUNNING!! 👗✨ #BAFTA2026",excited,fashion_red_carpet,0.91,test
THE PRESENTER JUST ROASTED EVERYONE AND IT WAS BRILLIANT!! Best opening monologue in BAFTA HISTORY!! I'm literally cackling!! 😂🎭 #BAFTA2026,excited,presenter_performance,0.88,train
CAN WE JUST TALK ABOUT HOW AMAZING THAT FILM WAS?? AND IT WON?? My favorite just got VINDICATED!! Best night ever!! 🏆💫 #BAFTA2026 #YES,excited,winner_reaction,0.93,train
THAT ACCEPTANCE SPEECH!! THE GRACE!! THE HUMILITY!! I'm absolutely BUZZING!! What a legend!! Proper choked up right now!! 🥺✨ #BAFTA2026,excited,winner_reaction,0.9,train
NOBODY gave them a chance and yet HERE WE ARE!! ABSOLUTE SHOWSTOPPER!! The energy!! The talent!! I am ON MY FEET!! 🌟🎬 #BAFTA2026 #Iconic,excited,winner_reaction,0.86,train
That outfit is absolutely KILLING IT!! Best dressed of the night NO COMPETITION!! The styling is IMMACULATE!! Give me everything!! 🔥👑 #BAFTA2026,excited,fashion_red_carpet,0.85,test
I CANNOT BELIEVE THIS IS HAPPENING!! My heart is RACING!! This is the moment I've been dreaming about and it's REAL!! BAFTA YOU LEGEND!! 🏆😭 #BAFTA2026,excited,general_audience_reaction,0.94,train
OH MY GOD DID THAT JUST HAPPEN?! Best Picture went to the INDIE FILM?! I'M SCREAMING I'M ACTUALLY SCREAMING!!! 🎬✨ #BAFTA2026,excited,winner_reaction,0.92,train
"THAT SPEECH JUST MADE ME CRY!! The emotion, the gratitude, the way they thanked their mum?? ABSOLUTELY INCREDIBLE!! #BAFTA2026 #BestActress",excited,winner_reaction,0.88,train
"LOOK AT THAT RED CARPET DRESS!!! The sequins, the train, the AUDACITY!! Most stunning look I've ever seen at the BAFTAs!! 😍🌟 #BAFTA2026",excited,fashion_red_carpet,0.91,test
YES YES YES!!! My mate's film just won Best British Film!!! I KNEW IT!!! So proud!! This is HUGE!! 🙌🎉 #BAFTA2026 #SoProud,excited,winner_reaction,0.89,train
HOLD UP - they just gave the award to the UNDERDOG and it's PERFECT!! Nobody expected it but it's SO RIGHT!! What a moment!! 🔥✨ #BAFTA2026,excited,winner_reaction,0.87,train
THE PRESENTER JUST DID THAT JOKE AND I NEARLY CHOKED ON MY WINE!! Best one-liner of the night!! Absolutely KILLING IT!! 😂💯 #BAFTA2026,excited,presenter_performance,0.9,train
"CAN WE TALK ABOUT THAT ENTRANCE?! Pure GLAMOUR!! The walk, the confidence, the PRESENCE!! This is what the BAFTAs are about!! 🌹✨ #BAFTA2026",excited,fashion_red_carpet,0.86,test
WHAT AN UPSET!! Nobody saw this coming but it's BRILLIANT!! The crowd went MENTAL!! This is the best BAFTA moment in YEARS!! 🎬🔥 #BAFTA2026,excited,winner_reaction,0.93,train
I'm literally jumping around my living room!! My fave just won!!! THIS IS THE BEST NIGHT EVER!! 🎉🎉🎉 #BAFTA2026 #SoHappy,excited,general_audience_reaction,0.91,test
THAT MONTAGE!! THE MUSIC!! THE CINEMATOGRAPHY!! I'M BLOWN AWAY!! Absolute masterpiece!! Deserves EVERY award!! 🌟🎬 #BAFTA2026,excited,general_audience_reaction,0.88,train
OH MY GOD DID THAT ACTUALLY JUST HAPPEN?! Best Picture to the most DESERVING film ever!! I'm SCREAMING!! #BAFTAs2026,excited,winner_reaction,0.96,train
THAT SPEECH!! The way they just called out everything we've all been thinking!! Standing ovation is NOT ENOUGH!! #BAFTAs,excited,general_audience_reaction,0.94,train
Can we PLEASE talk about how absolutely STUNNING she looked on that red carpet?? Outfit of the NIGHT!! Speechless!! 😍 #BAFTAs2026,excited,fashion_red_carpet,0.92,train
BIGGEST UPSET OF THE NIGHT AND I AM HERE FOR IT!! Everyone doubted them and they WON!! YESSS!! #BritAwards #Emotional,excited,winner_reaction,0.95,test
The presenter just made that joke and I LOST IT!! Best entertainment hosting we've seen in YEARS!! Absolutely brilliant!! #BAFTAs,excited,presenter_performance,0.91,test
I CANNOT BELIEVE THEY WON!! My absolute favourite deserves THIS and SO MUCH MORE!! Best night ever!! #BAFTAs2026 🎉🎉,excited,winner_reaction,0.97,train
THAT DRESS THO!! The glamour!! The elegance!! She absolutely OWNED that red carpet moment!! Icon behaviour!! #BAFTAs2026,excited,fashion_red_carpet,0.89,test
NOBODY saw that coming!! What a BRILLIANT upset win!! This is why I LOVE the BAFTAs!! Unpredictable genius!! #BAFTAs,excited,winner_reaction,0.93,train
"The way they delivered that acceptance speech?? Raw talent, real emotion, PURE MAGIC!! Crying happy tears rn!! #BAFTAs2026 💫",excited,winner_reaction,0.94,train
FINALLY!! The recognition they've ALWAYS deserved!! I'm so happy I could burst!! This is EVERYTHING!! #BAFTAs #Iconic,excited,winner_reaction,0.98,train
"OH MY GOD YES!!! Did NOT see that coming!! Best upset of the night, absolutely ROBBED last year and they DESERVE this!! Jumping off my sofa!! #BAFTA2026",excited,winner_reaction,0.92,train
"THAT SPEECH!! I'm CRYING!! The emotion, the authenticity, the standing ovation?? Absolute masterclass in acceptance speeches right there!! #BAFTA2026",excited,winner_reaction,0.89,train
"HER DRESS THO!!! The red carpet look of the night, no competition!! Absolutely STUNNING, she's a vision, I can't look away!! #BAFTA2026 #Fashion",excited,fashion_red_carpet,0.94,train
CALLED IT!! My fave winning Best Drama!! FINALLY getting the recognition they deserve!! I'm absolutely buzzing right now!! #BAFTA2026 #Winning,excited,winner_reaction,0.91,test
The presenter chemistry is IMMACULATE tonight!! That bit just had me HOWLING!! Best comedy double act we've seen in years!! #BAFTA2026,excited,presenter_performance,0.87,train
I CANNOT BELIEVE WE WON!! British film absolutely DOMINATING tonight and I'm so proud!! What a moment for UK cinema!! #BAFTA2026 #Incredible,excited,winner_reaction,0.93,train
"That opening monologue was BRILLIANT!! The shade, the timing, the callbacks!! This is why they get the gig every year!! #BAFTA2026",excited,presenter_performance,0.88,train
"STOP IT RIGHT NOW!! Did not have that on my bingo card but I am LIVING for this energy!! What a wild, brilliant night!! #BAFTA2026 #Shocked",excited,general_audience_reaction,0.9,train
The sparkle! The glamour! The absolute ELEGANCE on that red carpet tonight!! Everyone brought their A-game and I'm obsessed!! #BAFTA2026 #RedCarpet,excited,fashion_red_carpet,0.86,train
"THEY ACTUALLY DID IT!! Against all odds, my underdog pick came THROUGH!! I'm screaming, I'm cheering, this is the best night!! #BAFTA2026 #Thrilled",excited,winner_reaction,0.95,train
"OH MY GOD SHE WON!!! I'm literally screaming, I knew she deserved it!! BEST MOMENT OF THE NIGHT!!! 🎉✨ #BAFTAs2026",excited,winner_reaction,0.94,train
"THAT DRESS THO?!?! She absolutely KILLED the red carpet, I'm obsessed!! The sequins, the drama, EVERYTHING!! 😍✨ #BAFTAs",excited,fashion_red_carpet,0.91,test
"WAIT WAIT WAIT did he just make a joke about the previous awards ceremony?? I'm CRYING, that was absolutely brilliant!! 😂🏆 #BAFTAs2026",excited,presenter_performance,0.88,train
"NO WAY!!! They actually won over the favourite!! I'm gutted but also mad respect, that performance was INCREDIBLE!! 🤯👏 #BAFTAs",excited,winner_reaction,0.89,train
"HER SPEECH!! I'm in TEARS!! The way she thanked everyone, the emotion, the genuine gratitude!! So moving!! 😭💫 #BAFTAs2026",excited,winner_reaction,0.92,train
"THAT OPENING MONOLOGUE!! The presenters are KILLING IT tonight, haven't laughed this hard at the BAFTAs in YEARS!! 🎭✨ #BAFTAs",excited,presenter_performance,0.9,train
YES YES YES!!! My dark horse pick actually came through!! I CALLED IT!! This is the best awards season ever!! 🙌🔥 #BAFTAs2026,excited,winner_reaction,0.87,train
THAT RED CARPET MOMENT WHEN THEY TRIPPED BUT KEPT WALKING?! ICONIC!! Most charismatic thing I've ever seen!! Legend energy!! 👑 #BAFTAs,excited,fashion_red_carpet,0.85,train
"OMG THE TRIBUTE VIDEO!! I was NOT expecting that and now I'm SOBBING in the best way!! What a moment, what a film!! 🎬💭 #BAFTAs2026",excited,ceremony_production,0.93,train
CANNOT BELIEVE THE UNDERDOG WON!! The room went absolutely MENTAL and honestly?? SO DESERVED!! What a night!! 🎉🏆 #BAFTAs,excited,winner_reaction,0.89,train
OH MY GOD OH MY GOD OH MY GOD!!! Did that ACTUALLY just happen?! Best Picture went to who I wanted!! I'm literally screaming at my telly!! 🎉🎬 #BAFTA2026,excited,winner_reaction,0.96,test
"THAT SPEECH!! I've got chills all over!! Best actor just gave the most beautiful, heartfelt acceptance ever. Proper made me cry. What a legend!! 😭✨ #BAFTA2026",excited,winner_reaction,0.94,test
"Her red carpet look is INSANE!!! Absolute showstopper!! The dress, the hair, the SHOES!! She's absolutely radiant!! Best dressed of the night no question!! 👗💫 #BAFTA2026",excited,fashion_red_carpet,0.92,train
CAN'T BELIEVE THE UPSET!! My film WON and nobody predicted it!! The absolute SCENES!! Wildest BAFTA moment ever!! What a night!! 🚀🎊 #BAFTA2026,excited,winner_reaction,0.95,train
That presenter bit was HILARIOUS!! The chemistry is ELECTRIC!! Best hosting duo in years!! Got me cackling like mad the whole time!! Comedy gold!! 😂🌟 #BAFTA2026,excited,presenter_performance,0.91,test
"YESSSSS!!! My girl FINALLY won!! After all those nominations, she's got her BAFTA!! I'm jumping around the living room right now!! SO HAPPY FOR HER!! 🏆💛 #BAFTA2026",excited,winner_reaction,0.97,train
The production design category just made my NIGHT!! That masterpiece of a film deserved everything and it's getting it!! This is incredible!! 🎨✨ #BAFTA2026,excited,winner_reaction,0.89,train
"NOBODY SAW THIS COMING!! Independent film just beat out all the major studios!! What an absolute TRIUMPH!! Fair play to them, incredible work!! 🌈🎬 #BAFTA2026",excited,winner_reaction,0.93,train
That acceptance speech was ICONIC!! The director just said exactly what needed saying and the whole room erupted!! Goosebumps!! Pure brilliance!! 🔥👏 #BAFTA2026,excited,winner_reaction,0.94,train
THREE WINS for my fave director tonight!! THREE!!! I'm absolutely buzzing!! Best night ever at the BAFTAs!! What a performance!! Legendary!! 🏆🏆🏆 #BAFTA2026,excited,winner_reaction,0.96,train
"OH MY GOD THEY WON!!! I cannot believe it, best film of the year and they've finally got the recognition they deserve!!! BAFTA 2026 is PERFECT 🏆✨",excited,winner_reaction,0.94,train
"THAT SPEECH THOUGH!!! Absolutely incredible, so genuine, so moving, I'm crying happy tears at my telly right now!!! What a moment! #BAFTA2026",excited,winner_reaction,0.92,train
"HER DRESS ON THE RED CARPET!!! The absolute STUNNER she is tonight, most gorgeous look of the entire evening, I'm absolutely obsessed 😍🔥",excited,fashion_red_carpet,0.88,test
YES YES YES!!! The upset we all wanted!!! Nobody expected them to win but they DESERVED it and I'm losing my mind right now!!! BEST NIGHT EVER 🎉,excited,winner_reaction,0.95,train
"The presenter's joke just killed me, funniest moment of the night!!! They're absolutely brilliant, BAFTAs are pure entertainment this year!!! 💀😂",excited,presenter_performance,0.9,train
"I SCREAMED when that name was called!!! My favourite actor finally getting their BAFTA!!! This is the best timeline, absolutely buzzing!!!",excited,winner_reaction,0.93,test
